NoCiv,NoCivSuf,Nomrue,OdoGener,OdoParti,OdoSpeci,join_key,code_postal
789,,Chemin Pincourt,Chemin,,Pincourt,789 CH PINCOURT,
1604,,Rue Poplar,Rue,,Poplar,1604 RUE POPLAR,
2581,,Rue Rousseau,Rue,,Rousseau,2581 RUE ROUSSEAU,
904,,Rue des Pins,Rue,des,Pins,904 RUE DES PINS,
1161,,Rue Davaugour,Rue,,Davaugour,1161 RUE DAVAUGOUR,
1379,,Rue Labelle,Rue,,Labelle,1379 RUE LABELLE,
3480,,Rue de Jean-Talon,Rue,de,Jean-Talon,3480 RUE DE JEAN-TALON,
2460,,Rue de Toulon,Rue,de,Toulon,2460 RUE DE TOULON,
2783,,Avenue Bourque,Avenue,,Bourque,2783 AV BOURQUE,
505,,Avenue Crépeau,Avenue,,Crépeau,505 AV CREPEAU,
2723,,Croissant des Geais-Bleus,Croissant,des,Geais-Bleus,2723 CROISSANT DES GEAIS-BLEUS,
2244,,Rue de Chambois,Rue,de,Chambois,2244 RUE DE CHAMBOIS,
556,,Avenue de l'Étang,Avenue,de l',Étang,556 AV DE L'ETANG,
664,,Avenue Crépeau,Avenue,,Crépeau,664 AV CREPEAU,
2455,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2455 CH STE-MARIE,
2511,,Rue du Mans,Rue,du,Mans,2511 RUE DU MANS,
481,,Rue Martel,Rue,,Martel,481 RUE MARTEL,
990,,Place Colville,Place,,Colville,990 PLACE COLVILLE,
1641,,Avenue Rawlinson,Avenue,,Rawlinson,1641 AV RAWLINSON,
767,,Place de la Brise,Place,de la,Brise,767 PLACE DE LA BRISE,
2608,,Avenue de Maussac,Avenue,de,Maussac,2608 AV DE MAUSSAC,
686,,Rue de Pompadour,Rue,de,Pompadour,686 RUE DE POMPADOUR,
1764,,Croissant Duland,Croissant,,Duland,1764 CROISSANT DULAND,
1305,,Chemin des Anglais,Chemin,des,Anglais,1305 CH DES ANGLAIS,
2232,,Boulevard de Mascouche,Boulevard,de,Mascouche,2232 BOUL DE MASCOUCHE,
2767,,Croissant des Roitelets,Croissant,des,Roitelets,2767 CROISSANT DES ROITELETS,
2923,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2923 CH STE-MARIE,
1402,,Rue des Cheviot,Rue,des,Cheviot,1402 RUE DES CHEVIOT,
1483,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1483 AV DE CHATEAUBRIANT,
997,,Place du Vert,Place,du,Vert,997 PLACE DU VERT,
493,,Rue Pronovost,Rue,,Pronovost,493 RUE PRONOVOST,
1074,,Rue Barott,Rue,,Barott,1074 RUE BAROTT,
903,,Rue des Érables,Rue,des,Érables,903 RUE DES ERABLES,
609,,Rue Duhamel,Rue,,Duhamel,609 RUE DUHAMEL,
482,,Rue Pronovost,Rue,,Pronovost,482 RUE PRONOVOST,
261,,Croissant de Castelnaud,Croissant,de,Castelnaud,261 CROISSANT DE CASTELNAUD,
1206,,Rue Suzanne,Rue,,Suzanne,1206 RUE SUZANNE,
2080,,9e Avenue,Avenue,,9e,2080 9E AV,
2748,,Rue Desportes,Rue,,Desportes,2748 RUE DESPORTES,
2164,,Rue Brady,Rue,,Brady,2164 RUE BRADY,
2660,,Place Prévert,Place,,Prévert,2660 PLACE PREVERT,
163,,Montée Masson,Montée,,Masson,163 MTEE MASSON,
331,,Rue Jordan,Rue,,Jordan,331 RUE JORDAN,
2814,,Rue Desportes,Rue,,Desportes,2814 RUE DESPORTES,
3320,,Rue De Musset,Rue,,De Musset,3320 RUE DE MUSSET,
1824,,Rue Station,Rue,,Station,1824 RUE STATION,
616,,Rue de Pompadour,Rue,de,Pompadour,616 RUE DE POMPADOUR,
704,,Rue Brien,Rue,,Brien,704 RUE BRIEN,
1505,,Avenue de la Gare,Avenue,de la,Gare,1505 AV DE LA GARE,
1312,,Croissant Louise,Croissant,,Louise,1312 CROISSANT LOUISE,
568,,Rue de Pompadour,Rue,de,Pompadour,568 RUE DE POMPADOUR,
954,,Place Colville,Place,,Colville,954 PLACE COLVILLE,
3100,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3100 CH STE-MARIE,
3424,,Rue de Champlain,Rue,de,Champlain,3424 RUE DE CHAMPLAIN,
128,,Chemin des Anglais,Chemin,des,Anglais,128 CH DES ANGLAIS,
1041,,Rue de l'Amour,Rue,de l',Amour,1041 RUE DE L'AMOUR,
2531,,Rue de Toulon,Rue,de,Toulon,2531 RUE DE TOULON,
1921,,Rue Station,Rue,,Station,1921 RUE STATION,
2415,,Avenue de la Gare,Avenue,de la,Gare,2415 AV DE LA GARE,
349,,Croissant de Bourguignon,Croissant,de,Bourguignon,349 CROISSANT DE BOURGUIGNON,
980,,Avenue Saint-Luc,Avenue,,Saint-Luc,980 AV ST-LUC,
1089,,Rue Lapointe,Rue,,Lapointe,1089 RUE LAPOINTE,
2801,,Rue Dumont,Rue,,Dumont,2801 RUE DUMONT,
2079,,Avenue de la Gare,Avenue,de la,Gare,2079 AV DE LA GARE,
2878,,Rue Séguin,Rue,,Séguin,2878 RUE SEGUIN,
2097,,Avenue du Suroît,Avenue,du,Suroît,2097 AV DU SUROIT,
1415,,Rue de la Tamise,Rue,de la,Tamise,1415 RUE DE LA TAMISE,
412,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,412 RUE DE ST-GABRIEL,
2560,,Rue Rousseau,Rue,,Rousseau,2560 RUE ROUSSEAU,
340,,Rue Pangman,Rue,,Pangman,340 RUE PANGMAN,
2605,,Avenue Prévert,Avenue,,Prévert,2605 AV PREVERT,
176,,Rue de Boissy,Rue,de,Boissy,176 RUE DE BOISSY,
467,,Place des Pluviers,Place,des,Pluviers,467 PLACE DES PLUVIERS,
580,,Rue des Martins-Pêcheurs,Rue,des,Martins-Pêcheurs,580 RUE DES MARTINS-PECHEURS,
1368,,Avenue de Chambéry,Avenue,de,Chambéry,1368 AV DE CHAMBERY,
1440,,Rue Barott,Rue,,Barott,1440 RUE BAROTT,
2350,,Rue de Montbéliard,Rue,de,Montbéliard,2350 RUE DE MONTBELIARD,
2747,,Rue de Bordeaux,Rue,de,Bordeaux,2747 RUE DE BORDEAUX,
1852,,Croissant Duland,Croissant,,Duland,1852 CROISSANT DULAND,
225,,Chemin des Anglais,Chemin,des,Anglais,225 CH DES ANGLAIS,
1104,,Rue Lapointe,Rue,,Lapointe,1104 RUE LAPOINTE,
1412,,Avenue de Normandie,Avenue,de,Normandie,1412 AV DE NORMANDIE,
2020,,Rue des Fontaines,Rue,des,Fontaines,2020 RUE DES FONTAINES,
2040,,Rue Laprade,Rue,,Laprade,2040 RUE LAPRADE,
587,,Avenue Crépeau,Avenue,,Crépeau,587 AV CREPEAU,
877,,Chemin des Anglais,Chemin,des,Anglais,877 CH DES ANGLAIS,
2963,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2963 CH STE-MARIE,
1305,,Avenue Dupuis,Avenue,,Dupuis,1305 AV DUPUIS,
2075,,Chemin Saint-Henri,Chemin,,Saint-Henri,2075 CH ST-HENRI,
2744,,Rue Laval,Rue,,Laval,2744 RUE LAVAL,
583,,Rue Marchand,Rue,,Marchand,583 RUE MARCHAND,
794,,Avenue de l'Étang,Avenue,de l',Étang,794 AV DE L'ETANG,
396,,Rue Louis-Hébert,Rue,,Louis-Hébert,396 RUE LOUIS-HEBERT,
975,,Rue des Pins,Rue,des,Pins,975 RUE DES PINS,
1504,,Avenue Rawlinson,Avenue,,Rawlinson,1504 AV RAWLINSON,
201,,Rue des Parterres,Rue,des,Parterres,201 RUE DES PARTERRES,
725,,Rue de Montmartre,Rue,de,Montmartre,725 RUE DE MONTMARTRE,
1271,,Rue Verdier,Rue,,Verdier,1271 RUE VERDIER,
2807,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2807 CH ST-PHILIPPE,
2572,,Rue de Limoges,Rue,de,Limoges,2572 RUE DE LIMOGES,
2593,,Rue Daudet,Rue,,Daudet,2593 RUE DAUDET,
1010,,Montée Masson,Montée,,Masson,1010 MTEE MASSON,
682,,Rue Beauregard,Rue,,Beauregard,682 RUE BEAUREGARD,
2295,,Chemin du Lac,Chemin,du,Lac,2295 CH DU LAC,
434,,Avenue Crépeau,Avenue,,Crépeau,434 AV CREPEAU,
576,,Rue Marchand,Rue,,Marchand,576 RUE MARCHAND,
3067,,Rue de l'Acadie,Rue,de l',Acadie,3067 RUE DE L'ACADIE,
131,,Rue de Galles,Rue,de,Galles,131 RUE DE GALLES,
2595,,Rue de Clermont,Rue,de,Clermont,2595 RUE DE CLERMONT,
101,,Rue André-Le Nôtre,Rue,,André-Le Nôtre,101 RUE ANDRE-LE NOTRE,
1446,,Avenue Mathieu,Avenue,,Mathieu,1446 AV MATHIEU,
1527,,Avenue Louise,Avenue,,Louise,1527 AV LOUISE,
270,,Place de Cheverny,Place,de,Cheverny,270 PLACE DE CHEVERNY,
744,,Rue Brien,Rue,,Brien,744 RUE BRIEN,
516,,Rue des Flandres,Rue,des,Flandres,516 RUE DES FLANDRES,
1378,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1378 AV DE CHATEAUBRIANT,
1020,,Rue des Épinettes,Rue,des,Épinettes,1020 RUE DES EPINETTES,
1365,,Chemin Newton,Chemin,,Newton,1365 CH NEWTON,
2171,,Rue de Toulon,Rue,de,Toulon,2171 RUE DE TOULON,
1847,,Rue de Brompton,Rue,de,Brompton,1847 RUE DE BROMPTON,
527,,Rue Brochu,Rue,,Brochu,527 RUE BROCHU,
2802,,Avenue de la Gare,Avenue,de la,Gare,2802 AV DE LA GARE,
2131,,Avenue de la Gare,Avenue,de la,Gare,2131 AV DE LA GARE,
2688,,Croissant des Grives,Croissant,des,Grives,2688 CROISSANT DES GRIVES,
575,,Rue Marchand,Rue,,Marchand,575 RUE MARCHAND,
1837,,Avenue de la Gare,Avenue,de la,Gare,1837 AV DE LA GARE,
2631,,Rue des Fontaines,Rue,des,Fontaines,2631 RUE DES FONTAINES,
1386,,Avenue de la Gare,Avenue,de la,Gare,1386 AV DE LA GARE,
2098,,Rue Laprade,Rue,,Laprade,2098 RUE LAPRADE,
1503,,Rue de Côte-d'Ivoire,Rue,de,Côte-d'Ivoire,1503 RUE DE COTE-D'IVOIRE,
565,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,565 CH STE-MARIE,
757,,Rue Brien,Rue,,Brien,757 RUE BRIEN,
1744,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1744 CH STE-MARIE,
691,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,691 CH STE-MARIE,
3340,,Avenue de Charlevoix,Avenue,de,Charlevoix,3340 AV DE CHARLEVOIX,
2291,,Chemin du Lac,Chemin,du,Lac,2291 CH DU LAC,
1565,,Rue Ontario,Rue,,Ontario,1565 RUE ONTARIO,
358,,Chemin des Anglais,Chemin,des,Anglais,358 CH DES ANGLAIS,
1532,,Rue Barott,Rue,,Barott,1532 RUE BAROTT,
246,,Avenue Crépeau,Avenue,,Crépeau,246 AV CREPEAU,
581,,Rue du Dorset,Rue,du,Dorset,581 RUE DU DORSET,
389,,Rue de Margaux,Rue,de,Margaux,389 RUE DE MARGAUX,
968,,Rue des Sapins,Rue,des,Sapins,968 RUE DES SAPINS,
1006,,Place de Landreville,Place,de,Landreville,1006 PLACE DE LANDREVILLE,
2931,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2931 CH STE-MARIE,
2577,,Rue de Limoges,Rue,de,Limoges,2577 RUE DE LIMOGES,
1723,,Croissant Duland,Croissant,,Duland,1723 CROISSANT DULAND,
676,,Croissant du Grand-Duc,Croissant,du,Grand-Duc,676 CROISSANT DU GRAND-DUC,
1798,,Montée du Domaine,Montée,du,Domaine,1798 MTEE DU DOMAINE,
2618,,Rue du Verger,Rue,du,Verger,2618 RUE DU VERGER,
520,,Place Kennedy,Place,,Kennedy,520 PLACE KENNEDY,
2241,,Boulevard de Mascouche,Boulevard,de,Mascouche,2241 BOUL DE MASCOUCHE,
2416,,Avenue de Maussac,Avenue,de,Maussac,2416 AV DE MAUSSAC,
1720,,Rue Maple,Rue,,Maple,1720 RUE MAPLE,
2237,,Rue d'Amboise,Rue,d',Amboise,2237 RUE D'AMBOISE,
2085,,Rue Brady,Rue,,Brady,2085 RUE BRADY,
974,,Rue Lapointe,Rue,,Lapointe,974 RUE LAPOINTE,
2764,,Rue des Chardonnerets,Rue,des,Chardonnerets,2764 RUE DES CHARDONNERETS,
1875,,Rue Comtois,Rue,,Comtois,1875 RUE COMTOIS,
1167,,Rue Davaugour,Rue,,Davaugour,1167 RUE DAVAUGOUR,
2181,,Boulevard de Mascouche,Boulevard,de,Mascouche,2181 BOUL DE MASCOUCHE,
525,,Avenue de l'Étang,Avenue,de l',Étang,525 AV DE L'ETANG,
2789,A,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2789 CH ST-PHILIPPE,
3160,,Chemin Saint-Henri,Chemin,,Saint-Henri,3160 CH ST-HENRI,
344,,Rue Pangman,Rue,,Pangman,344 RUE PANGMAN,
1095,,Rue Lamartine,Rue,,Lamartine,1095 RUE LAMARTINE,
1661,,Rue Lauzon,Rue,,Lauzon,1661 RUE LAUZON,
2551,,Rue Verlaine,Rue,,Verlaine,2551 RUE VERLAINE,
982,,Place Colville,Place,,Colville,982 PLACE COLVILLE,
1090,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1090 CH STE-MARIE,
2623,,Rue des Faucons,Rue,des,Faucons,2623 RUE DES FAUCONS,
1477,,Avenue du Mistral,Avenue,du,Mistral,1477 AV DU MISTRAL,
1381,,Avenue de Normandie,Avenue,de,Normandie,1381 AV DE NORMANDIE,
355,,Rue de Margaux,Rue,de,Margaux,355 RUE DE MARGAUX,
2913,,Rue des Mésanges,Rue,des,Mésanges,2913 RUE DES MESANGES,
2700,,Croissant des Grives,Croissant,des,Grives,2700 CROISSANT DES GRIVES,
2705,,Avenue Therrien,Avenue,,Therrien,2705 AV THERRIEN,
2730,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2730 CH ST-PHILIPPE,
2886,,Rue Dupras,Rue,,Dupras,2886 RUE DUPRAS,
552,,Avenue de l'Étang,Avenue,de l',Étang,552 AV DE L'ETANG,
529,,Rue Birch Grove,Rue,,Birch Grove,529 RUE BIRCH GROVE,
2795,,Place Simonne-Monet-Chartrand,Place,,Simonne-Monet-Chartrand,2795 PLACE SIMONNE-MONET-CHARTRAND,
468,,Rue Terry-Fox,Rue,,Terry-Fox,468 RUE TERRY-FOX,
150,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,150 RUE DE ST-GABRIEL,
530,,Rue Pronovost,Rue,,Pronovost,530 RUE PRONOVOST,
746,,Place de la Brise,Place,de la,Brise,746 PLACE DE LA BRISE,
492,,Rue Terry-Fox,Rue,,Terry-Fox,492 RUE TERRY-FOX,
310,,Avenue de l'Étang,Avenue,de l',Étang,310 AV DE L'ETANG,
2791,,Rue de Chartres,Rue,de,Chartres,2791 RUE DE CHARTRES,
365,,Croissant de Bourguignon,Croissant,de,Bourguignon,365 CROISSANT DE BOURGUIGNON,
415,,Rue d'Alsace,Rue,d',Alsace,415 RUE D'ALSACE,
966,,Rue des Cèdres,Rue,des,Cèdres,966 RUE DES CEDRES,
399,,Avenue Crépeau,Avenue,,Crépeau,399 AV CREPEAU,
462,,Place des Pluviers,Place,des,Pluviers,462 PLACE DES PLUVIERS,
350,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,350 RUE DE ST-GABRIEL,
733,,Avenue de l'Envolée,Avenue,de l',Envolée,733 AV DE L'ENVOLEE,
2626,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2626 CH ST-PHILIPPE,
2872,,Rue Françoise-Giroud,Rue,,Françoise-Giroud,2872 RUE FRANCOISE-GIROUD,
2229,,Boulevard de Mascouche,Boulevard,de,Mascouche,2229 BOUL DE MASCOUCHE,
500,,Rue des Martins-Pêcheurs,Rue,des,Martins-Pêcheurs,500 RUE DES MARTINS-PECHEURS,
800,A,Rue Louis-Blériot,Rue,,Louis-Blériot,800 RUE LOUIS-BLERIOT,
1573,,Avenue Rawlinson,Avenue,,Rawlinson,1573 AV RAWLINSON,
90,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,90 RUE DE ST-GABRIEL,
580,,Place des Colibris,Place,des,Colibris,580 PLACE DES COLIBRIS,
2868,,Croissant des Grives,Croissant,des,Grives,2868 CROISSANT DES GRIVES,
2775,,Avenue Therrien,Avenue,,Therrien,2775 AV THERRIEN,
2577,,Rue Daudet,Rue,,Daudet,2577 RUE DAUDET,
1214,,Avenue Dupuis,Avenue,,Dupuis,1214 AV DUPUIS,
2288,,Rue de Chaumont,Rue,de,Chaumont,2288 RUE DE CHAUMONT,
498,,Place du Martinet,Place,du,Martinet,498 PLACE DU MARTINET,
2606,,Rue des Faucons,Rue,des,Faucons,2606 RUE DES FAUCONS,
2603,,Rue De Vigny,Rue,,De Vigny,2603 RUE DE VIGNY,
1290,,Rue des Fontaines,Rue,des,Fontaines,1290 RUE DES FONTAINES,
2511,,Rue Verlaine,Rue,,Verlaine,2511 RUE VERLAINE,
1425,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1425 AV DE CHATEAUBRIANT,
877,,Rue George-Sand,Rue,,George-Sand,877 RUE GEORGE-SAND,
2889,,Rue Demers,Rue,,Demers,2889 RUE DEMERS,
1363,,Avenue Louise,Avenue,,Louise,1363 AV LOUISE,
367,,Place des Pluviers,Place,des,Pluviers,367 PLACE DES PLUVIERS,
2752,,Rue des Chardonnerets,Rue,des,Chardonnerets,2752 RUE DES CHARDONNERETS,
1289,,Avenue de la Grande-Allée,Avenue,de la,Grande-Allée,1289 AV DE LA GRANDE-ALLEE,
2664,,Rue de Paris,Rue,de,Paris,2664 RUE DE PARIS,
2474,,Avenue de Maussac,Avenue,de,Maussac,2474 AV DE MAUSSAC,
3406,,Avenue de Charlevoix,Avenue,de,Charlevoix,3406 AV DE CHARLEVOIX,
662,,Rue de Pompadour,Rue,de,Pompadour,662 RUE DE POMPADOUR,
1986,,Rue de Brompton,Rue,de,Brompton,1986 RUE DE BROMPTON,
2876,,Rue Alexandre-Dumas,Rue,,Alexandre-Dumas,2876 RUE ALEXANDRE-DUMAS,
1075,,Rue Suzanne,Rue,,Suzanne,1075 RUE SUZANNE,
695,,Rue Beauregard,Rue,,Beauregard,695 RUE BEAUREGARD,
1228,,Chemin Pincourt,Chemin,,Pincourt,1228 CH PINCOURT,
371,,Avenue Crépeau,Avenue,,Crépeau,371 AV CREPEAU,
529,,Rue de Pompéi,Rue,de,Pompéi,529 RUE DE POMPEI,
2034,,Rue Comtois,Rue,,Comtois,2034 RUE COMTOIS,
1350,,Avenue Rawlinson,Avenue,,Rawlinson,1350 AV RAWLINSON,
3320,,Rue Marconi,Rue,,Marconi,3320 RUE MARCONI,
997,,Rue Sauvé,Rue,,Sauvé,997 RUE SAUVE,
2163,,Rue Brady,Rue,,Brady,2163 RUE BRADY,
545,,Avenue de l'Étang,Avenue,de l',Étang,545 AV DE L'ETANG,
2255,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2255 CH STE-MARIE,J7L 1A7
3220,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,3220 CH ST-PHILIPPE,
2031,,Rue Odette,Rue,,Odette,2031 RUE ODETTE,
2438,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2438 CH STE-MARIE,
3071,,Avenue Louvain,Avenue,,Louvain,3071 AV LOUVAIN,
658,,Rue Duhamel,Rue,,Duhamel,658 RUE DUHAMEL,
2459,,Rue de Carnac,Rue,de,Carnac,2459 RUE DE CARNAC,
218,,Rue de Boissy,Rue,de,Boissy,218 RUE DE BOISSY,
2860,,Rue Alexandre-Dumas,Rue,,Alexandre-Dumas,2860 RUE ALEXANDRE-DUMAS,
2922,A,Rue Gouin,Rue,,Gouin,2922 RUE GOUIN,
1208,,Avenue Mathieu,Avenue,,Mathieu,1208 AV MATHIEU,
2050,,Rue Murray Bay,Rue,,Murray Bay,2050 RUE MURRAY BAY,
2685,,Avenue Therrien,Avenue,,Therrien,2685 AV THERRIEN,
1400,,Avenue Rawlinson,Avenue,,Rawlinson,1400 AV RAWLINSON,
1198,,Rue Suzanne,Rue,,Suzanne,1198 RUE SUZANNE,
2016,,Montée du Domaine,Montée,du,Domaine,2016 MTEE DU DOMAINE,
2799,,Rue Desportes,Rue,,Desportes,2799 RUE DESPORTES,
2225,,Rue de Chambois,Rue,de,Chambois,2225 RUE DE CHAMBOIS,
625,,Avenue de l'Envolée,Avenue,de l',Envolée,625 AV DE L'ENVOLEE,
893,,Rue de Greenwich,Rue,de,Greenwich,893 RUE DE GREENWICH,
1479,,Avenue de la Gare,Avenue,de la,Gare,1479 AV DE LA GARE,
1456,,Croissant Lemelin,Croissant,,Lemelin,1456 CROISSANT LEMELIN,
489,,Rue des Flandres,Rue,des,Flandres,489 RUE DES FLANDRES,
1402,,Croissant Lemelin,Croissant,,Lemelin,1402 CROISSANT LEMELIN,
1251,,Avenue de Chambéry,Avenue,de,Chambéry,1251 AV DE CHAMBERY,
2089,,Avenue de la Gare,Avenue,de la,Gare,2089 AV DE LA GARE,
1466,,Avenue Rawlinson,Avenue,,Rawlinson,1466 AV RAWLINSON,
961,,Rue Lapointe,Rue,,Lapointe,961 RUE LAPOINTE,
1328,,Chemin des Anglais,Chemin,des,Anglais,1328 CH DES ANGLAIS,
170,,Rue Park Row,Rue,,Park Row,170 RUE PARK ROW,
2779,,Croissant des Roitelets,Croissant,des,Roitelets,2779 CROISSANT DES ROITELETS,
823,,Rue des Violettes,Rue,des,Violettes,823 RUE DES VIOLETTES,
340,,Rue Bohémier,Rue,,Bohémier,340 RUE BOHEMIER,
2839,,Croissant des Grives,Croissant,des,Grives,2839 CROISSANT DES GRIVES,
872,,Avenue de la Grande-Allée,Avenue,de la,Grande-Allée,872 AV DE LA GRANDE-ALLEE,
2443,,Rue de Cannes,Rue,de,Cannes,2443 RUE DE CANNES,
1593,,Avenue de la Gare,Avenue,de la,Gare,1593 AV DE LA GARE,
681,,Rue Turenne,Rue,,Turenne,681 RUE TURENNE,
2999,,Rue Gouin,Rue,,Gouin,2999 RUE GOUIN,
2858,,Rue Desportes,Rue,,Desportes,2858 RUE DESPORTES,
1807,,Rue Glengarry,Rue,,Glengarry,1807 RUE GLENGARRY,
2226,,Rue d'Amboise,Rue,d',Amboise,2226 RUE D'AMBOISE,
1231,,Rue de Charlesbourg,Rue,de,Charlesbourg,1231 RUE DE CHARLESBOURG,
2211,,Rue de Toulon,Rue,de,Toulon,2211 RUE DE TOULON,
1332,,Rue West,Rue,,West,1332 RUE WEST,
270,,Rue Jordan,Rue,,Jordan,270 RUE JORDAN,
384,,Avenue Crépeau,Avenue,,Crépeau,384 AV CREPEAU,
1198,,Chemin Saint-Henri,Chemin,,Saint-Henri,1198 CH ST-HENRI,
807,,Place de la Brise,Place,de la,Brise,807 PLACE DE LA BRISE,
3097,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3097 CH STE-MARIE,
560,,Rue de l'Orangerie,Rue,de l',Orangerie,560 RUE DE L'ORANGERIE,
571,,Avenue de l'Étang,Avenue,de l',Étang,571 AV DE L'ETANG,
2416,,Avenue de la Gare,Avenue,de la,Gare,2416 AV DE LA GARE,
1436,,Rue de Bellancourt,Rue,de,Bellancourt,1436 RUE DE BELLANCOURT,
1875,,Rue Lamoureux,Rue,,Lamoureux,1875 RUE LAMOUREUX,
1329,,Rue de Valence,Rue,de,Valence,1329 RUE DE VALENCE,
1032,,Avenue Saint-Luc,Avenue,,Saint-Luc,1032 AV ST-LUC,
1432,,Rue Lauzon,Rue,,Lauzon,1432 RUE LAUZON,
3361,,Rue De Musset,Rue,,De Musset,3361 RUE DE MUSSET,
730,,Place des Mésanges,Place,des,Mésanges,730 PLACE DES MESANGES,
294,,Avenue Crépeau,Avenue,,Crépeau,294 AV CREPEAU,
1767,,Rue de Brompton,Rue,de,Brompton,1767 RUE DE BROMPTON,
2030,,Rue Henriette,Rue,,Henriette,2030 RUE HENRIETTE,
1766,,Terrasse Andrew,Terrasse,,Andrew,1766 TERRASSE ANDREW,
1097,,Rue Lapointe,Rue,,Lapointe,1097 RUE LAPOINTE,
2561,,Avenue de Maussac,Avenue,de,Maussac,2561 AV DE MAUSSAC,
2685,F,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2685 CH STE-MARIE,
30,,Avenue de l'Étang,Avenue,de l',Étang,30 AV DE L'ETANG,
408,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,408 RUE DE ST-GABRIEL,
916,,Rue des Fontaines,Rue,des,Fontaines,916 RUE DES FONTAINES,
935,,Montée Masson,Montée,,Masson,935 MTEE MASSON,
150,,Place La Millionnaire,Place,,La Millionnaire,150 PLACE LA MILLIONNAIRE,
844,,Rue des Tulipes,Rue,des,Tulipes,844 RUE DES TULIPES,
722,,Rue Houle,Rue,,Houle,722 RUE HOULE,
545,,Croissant du Trianon,Croissant,du,Trianon,545 CROISSANT DU TRIANON,
1395,,Avenue Louise,Avenue,,Louise,1395 AV LOUISE,
2922,,Rue Gouin,Rue,,Gouin,2922 RUE GOUIN,
2512,,Rue de Bayeux,Rue,de,Bayeux,2512 RUE DE BAYEUX,
156,,Chemin Pincourt,Chemin,,Pincourt,156 CH PINCOURT,
1250,,Avenue Louise,Avenue,,Louise,1250 AV LOUISE,
2804,,Rue des Buses,Rue,des,Buses,2804 RUE DES BUSES,
3055,,Place Bertrand,Place,,Bertrand,3055 PLACE BERTRAND,
1000,,Place Rimbaud,Place,,Rimbaud,1000 PLACE RIMBAUD,
1511,,Chemin des Anglais,Chemin,des,Anglais,1511 CH DES ANGLAIS,
1051,,Avenue Saint-Luc,Avenue,,Saint-Luc,1051 AV ST-LUC,
385,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,385 RUE DE ST-GABRIEL,
691,,Rue Mercier,Rue,,Mercier,691 RUE MERCIER,
1243,,Rue de Charlesbourg,Rue,de,Charlesbourg,1243 RUE DE CHARLESBOURG,
1365,,Rue d'Albanie,Rue,d',Albanie,1365 RUE D'ALBANIE,
2548,,Rue Verlaine,Rue,,Verlaine,2548 RUE VERLAINE,
950,,Rue des Pins,Rue,des,Pins,950 RUE DES PINS,
602,,Avenue de l'Étang,Avenue,de l',Étang,602 AV DE L'ETANG,
2989,,Rue Rolland,Rue,,Rolland,2989 RUE ROLLAND,
1331,,Avenue de la Gare,Avenue,de la,Gare,1331 AV DE LA GARE,
391,,Rue des Busards,Rue,des,Busards,391 RUE DES BUSARDS,
1511,,Rue Center,Rue,,Center,1511 RUE CENTER,
2882,,Rue de Châteauroux,Rue,de,Châteauroux,2882 RUE DE CHATEAUROUX,
2171,,Boulevard de Mascouche,Boulevard,de,Mascouche,2171 BOUL DE MASCOUCHE,
318,,Rue de Margaux,Rue,de,Margaux,318 RUE DE MARGAUX,
250,,Rue Martel,Rue,,Martel,250 RUE MARTEL,
892,,Rue Lapointe,Rue,,Lapointe,892 RUE LAPOINTE,
1284,,Avenue Louise,Avenue,,Louise,1284 AV LOUISE,
2428,,Chemin Saint-Henri,Chemin,,Saint-Henri,2428 CH ST-HENRI,
2343,,Rue de Montbéliard,Rue,de,Montbéliard,2343 RUE DE MONTBELIARD,
490,,Rue Parent,Rue,,Parent,490 RUE PARENT,
2810,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,2810 CH STE-MARIE,
839,,Rue des Marguerites,Rue,des,Marguerites,839 RUE DES MARGUERITES,
637,,Rue Duhamel,Rue,,Duhamel,637 RUE DUHAMEL,
371,,Rue Jordan,Rue,,Jordan,371 RUE JORDAN,
