NoCiv,NoCivSuf,Nomrue,OdoGener,OdoParti,OdoSpeci,join_key,code_postal
1275,,Rue Jaywood,Rue,,Jaywood,1275 RUE JAYWOOD,
1712,,Rue Thacker,Rue,,Thacker,1712 RUE THACKER,
1026,,Avenue Saint-Luc,Avenue,,Saint-Luc,1026 AV ST-LUC,
1115,,Rue Lamartine,Rue,,Lamartine,1115 RUE LAMARTINE,
2091,,Avenue Pierre,Avenue,,Pierre,2091 AV PIERRE,
3504,,Rue de Jean-Talon,Rue,de,Jean-Talon,3504 RUE DE JEAN-TALON,
1365,,Avenue Dupuis,Avenue,,Dupuis,1365 AV DUPUIS,
1190,,Rue d'Auvergne,Rue,d',Auvergne,1190 RUE D'AUVERGNE,
1992,,Rue de Brompton,Rue,de,Brompton,1992 RUE DE BROMPTON,
2307,,Avenue de la Gare,Avenue,de la,Gare,2307 AV DE LA GARE,
1389,,Avenue de Normandie,Avenue,de,Normandie,1389 AV DE NORMANDIE,
2503,,Avenue de Maussac,Avenue,de,Maussac,2503 AV DE MAUSSAC,
1385,,Chemin Newton,Chemin,,Newton,1385 CH NEWTON,
980,,Place Rimbaud,Place,,Rimbaud,980 PLACE RIMBAUD,
1010,,Avenue Dupuis,Avenue,,Dupuis,1010 AV DUPUIS,
2408,,Avenue de la Gare,Avenue,de la,Gare,2408 AV DE LA GARE,
1406,,Avenue Dupuis,Avenue,,Dupuis,1406 AV DUPUIS,
1282,,Rue Suzanne,Rue,,Suzanne,1282 RUE SUZANNE,
452,,Rue Andrassy,Rue,,Andrassy,452 RUE ANDRASSY,
392,,Rue de Margaux,Rue,de,Margaux,392 RUE DE MARGAUX,
429,,Rue Private,Rue,,Private,429 RUE PRIVATE,
1411,,Rue de la Tamise,Rue,de la,Tamise,1411 RUE DE LA TAMISE,
2228,,Rue Annette,Rue,,Annette,2228 RUE ANNETTE,
1570,,Rue Center,Rue,,Center,1570 RUE CENTER,
270,,Rue André-Le Nôtre,Rue,,André-Le Nôtre,270 RUE ANDRE-LE NOTRE,
1430,,Chemin des Anglais,Chemin,des,Anglais,1430 CH DES ANGLAIS,
414,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,414 RUE DE ST-GABRIEL,
2579,,Rue des Fontaines,Rue,des,Fontaines,2579 RUE DES FONTAINES,
439,,Avenue de l'Étang,Avenue,de l',Étang,439 AV DE L'ETANG,
340,,Place de Cheverny,Place,de,Cheverny,340 PLACE DE CHEVERNY,
2286,,Rue de Chaumont,Rue,de,Chaumont,2286 RUE DE CHAUMONT,
2100,,Rue Barott,Rue,,Barott,2100 RUE BAROTT,
1285,,Rue Verdier,Rue,,Verdier,1285 RUE VERDIER,
1419,,Rue Labelle,Rue,,Labelle,1419 RUE LABELLE,
317,,Place Corbeil,Place,,Corbeil,317 PLACE CORBEIL,
2594,,Rue de Carnac,Rue,de,Carnac,2594 RUE DE CARNAC,
2880,,Place des Bernaches,Place,des,Bernaches,2880 PLACE DES BERNACHES,
1048,,Rue Barott,Rue,,Barott,1048 RUE BAROTT,
674,,Place de la Brise,Place,de la,Brise,674 PLACE DE LA BRISE,
664,,Rue Brien,Rue,,Brien,664 RUE BRIEN,
75,,Rue Sunny Side,Rue,,Sunny Side,75 RUE SUNNY SIDE,
2960,,Avenue Bourque,Avenue,,Bourque,2960 AV BOURQUE,
951,,Place du Vert,Place,du,Vert,951 PLACE DU VERT,
1834,,Avenue Garden,Avenue,,Garden,1834 AV GARDEN,
1502,,Place de l'Aquilon,Place,de l',Aquilon,1502 PLACE DE L'AQUILON,
1183,,Chemin Saint-Henri,Chemin,,Saint-Henri,1183 CH ST-HENRI,
1478,,Rue Labelle,Rue,,Labelle,1478 RUE LABELLE,
656,,Rue de Pompadour,Rue,de,Pompadour,656 RUE DE POMPADOUR,
2610,,Rue du Mans,Rue,du,Mans,2610 RUE DU MANS,
2290,,Avenue du Noroît,Avenue,du,Noroît,2290 AV DU NOROIT,
810,,Rue Brien,Rue,,Brien,810 RUE BRIEN,
1284,,Avenue Garden,Avenue,,Garden,1284 AV GARDEN,
2793,,Rue Dumont,Rue,,Dumont,2793 RUE DUMONT,
290,,Rue Dalpé,Rue,,Dalpé,290 RUE DALPE,
1985,,Chemin de la Cabane-Ronde,Chemin,de la,Cabane-Ronde,1985 CH DE LA CABANE-RONDE,
499,,Rue Private,Rue,,Private,499 RUE PRIVATE,
1447,,Rue West,Rue,,West,1447 RUE WEST,
654,,Rue Duhamel,Rue,,Duhamel,654 RUE DUHAMEL,
2325,,Rue de Versailles,Rue,de,Versailles,2325 RUE DE VERSAILLES,
967,,Croissant Georges-Delfosse,Croissant,,Georges-Delfosse,967 CROISSANT GEORGES-DELFOSSE,
2560,,Place Voltaire,Place,,Voltaire,2560 PLACE VOLTAIRE,
1495,,Chemin Saint-Henri,Chemin,,Saint-Henri,1495 CH ST-HENRI,
1395,,Rue Beauchamp,Rue,,Beauchamp,1395 RUE BEAUCHAMP,
2622,,Avenue de la Gare,Avenue,de la,Gare,2622 AV DE LA GARE,
2846,,Place Félix-Leclerc,Place,,Félix-Leclerc,2846 PLACE FELIX-LECLERC,
2063,,Avenue de la Gare,Avenue,de la,Gare,2063 AV DE LA GARE,
140,,Rue Martel,Rue,,Martel,140 RUE MARTEL,
659,,Rue Beauregard,Rue,,Beauregard,659 RUE BEAUREGARD,
2302,,Avenue de la Gare,Avenue,de la,Gare,2302 AV DE LA GARE,
397,,Rue Parent,Rue,,Parent,397 RUE PARENT,
140,,Rue André-Le Nôtre,Rue,,André-Le Nôtre,140 RUE ANDRE-LE NOTRE,
338,,Avenue de l'Étang,Avenue,de l',Étang,338 AV DE L'ETANG,
2501,,Rue des Fontaines,Rue,des,Fontaines,2501 RUE DES FONTAINES,
1442,,Rue de Côte-d'Ivoire,Rue,de,Côte-d'Ivoire,1442 RUE DE COTE-D'IVOIRE,
257,,Avenue Crépeau,Avenue,,Crépeau,257 AV CREPEAU,
137,,Rue de Boissy,Rue,de,Boissy,137 RUE DE BOISSY,
2890,,Place de Deauville,Place,de,Deauville,2890 PLACE DE DEAUVILLE,
541,,Rue Deslongchamps,Rue,,Deslongchamps,541 RUE DESLONGCHAMPS,
1487,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1487 AV DE CHATEAUBRIANT,
1467,,Avenue Mathieu,Avenue,,Mathieu,1467 AV MATHIEU,
3463,,Rue de Jean-Talon,Rue,de,Jean-Talon,3463 RUE DE JEAN-TALON,
2859,,Rue Françoise-Giroud,Rue,,Françoise-Giroud,2859 RUE FRANCOISE-GIROUD,
2629,,Rue Claudel,Rue,,Claudel,2629 RUE CLAUDEL,
1607,,Rue Lauzon,Rue,,Lauzon,1607 RUE LAUZON,
1121,,Rue Lapointe,Rue,,Lapointe,1121 RUE LAPOINTE,
1450,,Rue du Panama,Rue,du,Panama,1450 RUE DU PANAMA,
2851,,Rue de Châteauroux,Rue,de,Châteauroux,2851 RUE DE CHATEAUROUX,
1276,,Avenue Saint-Jean,Avenue,,Saint-Jean,1276 AV ST-JEAN,
2782,,Avenue de la Gare,Avenue,de la,Gare,2782 AV DE LA GARE,
2592,,Rue De Vigny,Rue,,De Vigny,2592 RUE DE VIGNY,
235,,Rue de Naples,Rue,de,Naples,235 RUE DE NAPLES,
2630,,Rue Claudel,Rue,,Claudel,2630 RUE CLAUDEL,
2265,,Avenue Pierre,Avenue,,Pierre,2265 AV PIERRE,
2737,,Rue Principale,Rue,,Principale,2737 RUE PRINCIPALE,
421,,Avenue de l'Étang,Avenue,de l',Étang,421 AV DE L'ETANG,
1795,,Rue Maple,Rue,,Maple,1795 RUE MAPLE,
3079,,Rue Bourgouin,Rue,,Bourgouin,3079 RUE BOURGOUIN,
271,,Rue des Parterres,Rue,des,Parterres,271 RUE DES PARTERRES,
2612,,Avenue de Maussac,Avenue,de,Maussac,2612 AV DE MAUSSAC,
505,,Rue Pronovost,Rue,,Pronovost,505 RUE PRONOVOST,
1769,,Rue Station,Rue,,Station,1769 RUE STATION,
580,,Rue de Pompadour,Rue,de,Pompadour,580 RUE DE POMPADOUR,
2505,,Rue de Carnac,Rue,de,Carnac,2505 RUE DE CARNAC,
928,,Rue de Greenwich,Rue,de,Greenwich,928 RUE DE GREENWICH,
1761,,Rue Station,Rue,,Station,1761 RUE STATION,
1421,,Rue Beauchamp,Rue,,Beauchamp,1421 RUE BEAUCHAMP,
2005,,Avenue de la Gare,Avenue,de la,Gare,2005 AV DE LA GARE,
1348,,Avenue de Chambéry,Avenue,de,Chambéry,1348 AV DE CHAMBERY,
2777,,Rue Dumont,Rue,,Dumont,2777 RUE DUMONT,
274,,Avenue Crépeau,Avenue,,Crépeau,274 AV CREPEAU,
1609,,Avenue de la Gare,Avenue,de la,Gare,1609 AV DE LA GARE,
1254,,Rue de Norvège,Rue,de,Norvège,1254 RUE DE NORVEGE,
2711,,Rue Coursol,Rue,,Coursol,2711 RUE COURSOL,
1475,,Rue West,Rue,,West,1475 RUE WEST,
251,,Place des Pluviers,Place,des,Pluviers,251 PLACE DES PLUVIERS,
230,,Place Christie,Place,,Christie,230 PLACE CHRISTIE,
980,,Rue des Pins,Rue,des,Pins,980 RUE DES PINS,
2685,,Rue Baudelaire,Rue,,Baudelaire,2685 RUE BAUDELAIRE,
312,,Avenue Crépeau,Avenue,,Crépeau,312 AV CREPEAU,
2260,,Avenue Pierre,Avenue,,Pierre,2260 AV PIERRE,
2824,,Rue de Chartres,Rue,de,Chartres,2824 RUE DE CHARTRES,
1223,,Avenue Mathieu,Avenue,,Mathieu,1223 AV MATHIEU,
369,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,369 RUE DE ST-GABRIEL,
1280,,Avenue Garden,Avenue,,Garden,1280 AV GARDEN,
1180,,Chemin Pincourt,Chemin,,Pincourt,1180 CH PINCOURT,
2027,,2e Avenue,Avenue,,2e,2027 2E AV,
268,,Avenue Crépeau,Avenue,,Crépeau,268 AV CREPEAU,
1448,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1448 AV DE CHATEAUBRIANT,
1382,A,Avenue Louise,Avenue,,Louise,1382 AV LOUISE,
2250,,Rue de Davignac,Rue,de,Davignac,2250 RUE DE DAVIGNAC,
3032,,Rue Gauthier,Rue,,Gauthier,3032 RUE GAUTHIER,
658,,Rue de Pompéi,Rue,de,Pompéi,658 RUE DE POMPEI,
2394,,Rue de Montbéliard,Rue,de,Montbéliard,2394 RUE DE MONTBELIARD,
849,,Rue des Marguerites,Rue,des,Marguerites,849 RUE DES MARGUERITES,
2756,,Avenue du Bocage,Avenue,du,Bocage,2756 AV DU BOCAGE,
2040,,Chemin du Lac,Chemin,du,Lac,2040 CH DU LAC,
1356,,Avenue de la Gare,Avenue,de la,Gare,1356 AV DE LA GARE,
1780,,Rue Glengarry,Rue,,Glengarry,1780 RUE GLENGARRY,
1481,,Rue de l'Aigle,Rue,de l',Aigle,1481 RUE DE L'AIGLE,
2030,,Rue Marcel,Rue,,Marcel,2030 RUE MARCEL,
3040,,Rue de l'Acadie,Rue,de l',Acadie,3040 RUE DE L'ACADIE,
560,,Rue Brien,Rue,,Brien,560 RUE BRIEN,
2789,,Chemin Saint-Henri,Chemin,,Saint-Henri,2789 CH ST-HENRI,
1056,,Rue Barott,Rue,,Barott,1056 RUE BAROTT,
1445,,Rue de l'Aigle,Rue,de l',Aigle,1445 RUE DE L'AIGLE,
1270,,Chemin Saint-Henri,Chemin,,Saint-Henri,1270 CH ST-HENRI,
971,,Montée Masson,Montée,,Masson,971 MTEE MASSON,
1318,,Rue Robincrest,Rue,,Robincrest,1318 RUE ROBINCREST,
1026,,Rue des Glaïeuls,Rue,des,Glaïeuls,1026 RUE DES GLAIEULS,
1244,,Rue Jaywood,Rue,,Jaywood,1244 RUE JAYWOOD,
539,,Rue des Érables,Rue,des,Érables,539 RUE DES ERABLES,
1338,,Rue de Léry,Rue,de,Léry,1338 RUE DE LERY,
295,,Place de Cheverny,Place,de,Cheverny,295 PLACE DE CHEVERNY,
2516,,Rue Verlaine,Rue,,Verlaine,2516 RUE VERLAINE,
2568,,Rue de Saint-Étienne,Rue,de,Saint-Étienne,2568 RUE DE ST-ETIENNE,
2786,,Avenue de la Gare,Avenue,de la,Gare,2786 AV DE LA GARE,
935,,Avenue De Maupassant,Avenue,,De Maupassant,935 AV DE MAUPASSANT,
1431,,Boulevard Raymond,Boulevard,,Raymond,1431 BOUL RAYMOND,
1439,,Rue de Côte-d'Ivoire,Rue,de,Côte-d'Ivoire,1439 RUE DE COTE-D'IVOIRE,
1153,,Rue Renaud,Rue,,Renaud,1153 RUE RENAUD,
978,,Place Colville,Place,,Colville,978 PLACE COLVILLE,
2181,,Place de Chambois,Place,de,Chambois,2181 PLACE DE CHAMBOIS,
1060,,Montée Masson,Montée,,Masson,1060 MTEE MASSON,
675,,Rue Mercier,Rue,,Mercier,675 RUE MERCIER,
432,,Avenue de l'Étang,Avenue,de l',Étang,432 AV DE L'ETANG,
931,,Avenue Saint-Luc,Avenue,,Saint-Luc,931 AV ST-LUC,
581,,Rue du Grand-Héron,Rue,du,Grand-Héron,581 RUE DU GRAND-HERON,
1419,,Croissant Nelligan,Croissant,,Nelligan,1419 CROISSANT NELLIGAN,
1492,,Avenue Phillips,Avenue,,Phillips,1492 AV PHILLIPS,
520,,Croissant du Trianon,Croissant,du,Trianon,520 CROISSANT DU TRIANON,
1948,,Avenue de la Gare,Avenue,de la,Gare,1948 AV DE LA GARE,
1065,,Rue des Orchidées,Rue,des,Orchidées,1065 RUE DES ORCHIDEES,
3038,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3038 CH STE-MARIE,
469,,Rue Parent,Rue,,Parent,469 RUE PARENT,
130,,Rue Martel,Rue,,Martel,130 RUE MARTEL,
587,,Montée Masson,Montée,,Masson,587 MTEE MASSON,
655,,Rue Beauregard,Rue,,Beauregard,655 RUE BEAUREGARD,
2783,,Rue de Chartres,Rue,de,Chartres,2783 RUE DE CHARTRES,
1806,,Rue Comtois,Rue,,Comtois,1806 RUE COMTOIS,
2509,,Rue de Limoges,Rue,de,Limoges,2509 RUE DE LIMOGES,
441,,Rue Martel,Rue,,Martel,441 RUE MARTEL,
1145,,Avenue Louise,Avenue,,Louise,1145 AV LOUISE,
222,,Chemin des Anglais,Chemin,des,Anglais,222 CH DES ANGLAIS,
2374,,Chemin Saint-Henri,Chemin,,Saint-Henri,2374 CH ST-HENRI,
188,,Montée Masson,Montée,,Masson,188 MTEE MASSON,
384,,Rue Terry-Fox,Rue,,Terry-Fox,384 RUE TERRY-FOX,
1651,,Avenue Garden,Avenue,,Garden,1651 AV GARDEN,
2208,,Rue Bélanger,Rue,,Bélanger,2208 RUE BELANGER,
1381,,Rue du Danemark,Rue,du,Danemark,1381 RUE DU DANEMARK,
1080,,Rue des Orchidées,Rue,des,Orchidées,1080 RUE DES ORCHIDEES,
1418,,Avenue Mathieu,Avenue,,Mathieu,1418 AV MATHIEU,
1550,,Rue de l'Albatros,Rue,de l',Albatros,1550 RUE DE L'ALBATROS,
965,,Avenue Dupuis,Avenue,,Dupuis,965 AV DUPUIS,
3381,,Rue De Musset,Rue,,De Musset,3381 RUE DE MUSSET,
965,,Rue des Gros-Arbres,Rue,des,Gros-Arbres,965 RUE DES GROS-ARBRES,
455,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,455 RUE DE ST-GABRIEL,
2912,,Rue Gouin,Rue,,Gouin,2912 RUE GOUIN,
788,,Rue Beaudoin,Rue,,Beaudoin,788 RUE BEAUDOIN,
3565,,Chemin Gascon,Chemin,,Gascon,3565 CH GASCON,
938,,Rue des Érables,Rue,des,Érables,938 RUE DES ERABLES,
1377,,Chemin Saint-Henri,Chemin,,Saint-Henri,1377 CH ST-HENRI,
2414,,Avenue de la Gare,Avenue,de la,Gare,2414 AV DE LA GARE,
2518,,Rue de Limoges,Rue,de,Limoges,2518 RUE DE LIMOGES,
2676,,Rue des Faucons,Rue,des,Faucons,2676 RUE DES FAUCONS,
1374,,Chemin Pincourt,Chemin,,Pincourt,1374 CH PINCOURT,
2551,,Rue de Carnac,Rue,de,Carnac,2551 RUE DE CARNAC,
3034,,Rue Patenaude,Rue,,Patenaude,3034 RUE PATENAUDE,
973,,Rue Locas,Rue,,Locas,973 RUE LOCAS,
1370,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1370 AV DE CHATEAUBRIANT,
2661,,Rue De Vigny,Rue,,De Vigny,2661 RUE DE VIGNY,
2382,,Rue de Montbéliard,Rue,de,Montbéliard,2382 RUE DE MONTBELIARD,
1517,A,Rue Center,Rue,,Center,1517 RUE CENTER,
520,,Rue Birch Grove,Rue,,Birch Grove,520 RUE BIRCH GROVE,
1279,,Rue Mégantic,Rue,,Mégantic,1279 RUE MEGANTIC,
1503,,Rue Beauchamp,Rue,,Beauchamp,1503 RUE BEAUCHAMP,
2210,,Avenue de la Gare,Avenue,de la,Gare,2210 AV DE LA GARE,
1492,,Avenue Dupuis,Avenue,,Dupuis,1492 AV DUPUIS,
866,,Avenue De Maupassant,Avenue,,De Maupassant,866 AV DE MAUPASSANT,
273,,Croissant de Castelnaud,Croissant,de,Castelnaud,273 CROISSANT DE CASTELNAUD,
532,,Rue Deslongchamps,Rue,,Deslongchamps,532 RUE DESLONGCHAMPS,
272,,Croissant de Castelnaud,Croissant,de,Castelnaud,272 CROISSANT DE CASTELNAUD,
253,,Rue Kolle,Rue,,Kolle,253 RUE KOLLE,
1045,,Rue des Cèdres,Rue,des,Cèdres,1045 RUE DES CEDRES,
1342,,Rue du Danemark,Rue,du,Danemark,1342 RUE DU DANEMARK,
1371,,Boulevard Raymond,Boulevard,,Raymond,1371 BOUL RAYMOND,
1162,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1162 CH STE-MARIE,
2770,,Place Simonne-Monet-Chartrand,Place,,Simonne-Monet-Chartrand,2770 PLACE SIMONNE-MONET-CHARTRAND,
2788,,Avenue du Bocage,Avenue,du,Bocage,2788 AV DU BOCAGE,
3001,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3001 CH STE-MARIE,
2735,,Rue de Toulouse,Rue,de,Toulouse,2735 RUE DE TOULOUSE,
691,,Avenue Crépeau,Avenue,,Crépeau,691 AV CREPEAU,
1298,,Chemin Saint-Henri,Chemin,,Saint-Henri,1298 CH ST-HENRI,
1539,,Rue Labelle,Rue,,Labelle,1539 RUE LABELLE,
2487,,Rue Cantin,Rue,,Cantin,2487 RUE CANTIN,
312,,Croissant de Castelnaud,Croissant,de,Castelnaud,312 CROISSANT DE CASTELNAUD,
702,,Rue Mercier,Rue,,Mercier,702 RUE MERCIER,
549,,Avenue de l'Étang,Avenue,de l',Étang,549 AV DE L'ETANG,
1418,,Croissant Nelligan,Croissant,,Nelligan,1418 CROISSANT NELLIGAN,
1256,,Rue Suzanne,Rue,,Suzanne,1256 RUE SUZANNE,
2060,,Rue Barott,Rue,,Barott,2060 RUE BAROTT,
1341,,Avenue Mathieu,Avenue,,Mathieu,1341 AV MATHIEU,
3093,,Rue Pelletier,Rue,,Pelletier,3093 RUE PELLETIER,
1054,,Rue des Orchidées,Rue,des,Orchidées,1054 RUE DES ORCHIDEES,
1279,,Rue Pine,Rue,,Pine,1279 RUE PINE,
355,,Rue Bohémier,Rue,,Bohémier,355 RUE BOHEMIER,
878,,Rue des Saules,Rue,des,Saules,878 RUE DES SAULES,
590,,Montée Masson,Montée,,Masson,590 MTEE MASSON,
1056,,Rue de Berthier,Rue,de,Berthier,1056 RUE DE BERTHIER,
2270,,Avenue Pierre,Avenue,,Pierre,2270 AV PIERRE,
2973,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2973 CH ST-PHILIPPE,
464,,Place des Pluviers,Place,des,Pluviers,464 PLACE DES PLUVIERS,
1344,,Avenue Garden,Avenue,,Garden,1344 AV GARDEN,
1587,,Avenue de la Gare,Avenue,de la,Gare,1587 AV DE LA GARE,
2241,,Rue de Toulon,Rue,de,Toulon,2241 RUE DE TOULON,
1004,,Rue Barott,Rue,,Barott,1004 RUE BAROTT,
98,,Avenue Napoléon,Avenue,,Napoléon,98 AV NAPOLEON,
733,,Rue Brien,Rue,,Brien,733 RUE BRIEN,
381,,Avenue Crépeau,Avenue,,Crépeau,381 AV CREPEAU,
500,,Rue de l'Orangerie,Rue,de l',Orangerie,500 RUE DE L'ORANGERIE,
1770,,Rue de Brompton,Rue,de,Brompton,1770 RUE DE BROMPTON,
3401,,Avenue de Charlevoix,Avenue,de,Charlevoix,3401 AV DE CHARLEVOIX,
1225,,Rue Suzanne,Rue,,Suzanne,1225 RUE SUZANNE,
1341,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1341 AV DE CHATEAUBRIANT,
2129,,Rue Comtois,Rue,,Comtois,2129 RUE COMTOIS,
719,,Rue Mercier,Rue,,Mercier,719 RUE MERCIER,
1053,,Place de Lille,Place,de,Lille,1053 PLACE DE LILLE,
1535,,Rue de l'Albatros,Rue,de l',Albatros,1535 RUE DE L'ALBATROS,
3022,,Rue Patenaude,Rue,,Patenaude,3022 RUE PATENAUDE,
1012,,Rue des Fontaines,Rue,des,Fontaines,1012 RUE DES FONTAINES,
1514,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1514 AV DE CHATEAUBRIANT,
981,,Rue Le Gardeur,Rue,,Le Gardeur,981 RUE LE GARDEUR,
1237,,Rue de Grande-Bretagne,Rue,de,Grande-Bretagne,1237 RUE DE GRANDE-BRETAGNE,
713,,Rue Beauregard,Rue,,Beauregard,713 RUE BEAUREGARD,
3073,,Avenue Charron,Avenue,,Charron,3073 AV CHARRON,
1595,,Avenue Rawlinson,Avenue,,Rawlinson,1595 AV RAWLINSON,
1449,,Avenue Rawlinson,Avenue,,Rawlinson,1449 AV RAWLINSON,
1567,,Avenue Rawlinson,Avenue,,Rawlinson,1567 AV RAWLINSON,
320,,Rue Jordan,Rue,,Jordan,320 RUE JORDAN,
1267,,Rue Cardinal,Rue,,Cardinal,1267 RUE CARDINAL,
1368,,Avenue de la Gare,Avenue,de la,Gare,1368 AV DE LA GARE,
1414,,Avenue Mathieu,Avenue,,Mathieu,1414 AV MATHIEU,
3035,,Rue Gouin,Rue,,Gouin,3035 RUE GOUIN,
393,,Avenue de l'Étang,Avenue,de l',Étang,393 AV DE L'ETANG,
2030,,Avenue de la Gare,Avenue,de la,Gare,2030 AV DE LA GARE,
2855,,Rue Alexandre-Dumas,Rue,,Alexandre-Dumas,2855 RUE ALEXANDRE-DUMAS,
577,,Rue Brien,Rue,,Brien,577 RUE BRIEN,
1360,,Rue Robincrest,Rue,,Robincrest,1360 RUE ROBINCREST,
498,,Rue Private,Rue,,Private,498 RUE PRIVATE,
1292,,Rue de Norvège,Rue,de,Norvège,1292 RUE DE NORVEGE,
2390,,Rue de Montbéliard,Rue,de,Montbéliard,2390 RUE DE MONTBELIARD,
1371,,Avenue de Chambéry,Avenue,de,Chambéry,1371 AV DE CHAMBERY,
1637,,Rue Pine,Rue,,Pine,1637 RUE PINE,
2897,,Rue Rostand,Rue,,Rostand,2897 RUE ROSTAND,
1130,,Rue Saint-Andrews,Rue,,Saint-Andrews,1130 RUE ST-ANDREWS,
2695,,Place des Sittelles,Place,des,Sittelles,2695 PLACE DES SITTELLES,
624,,Rue Marchand,Rue,,Marchand,624 RUE MARCHAND,
490,,Avenue Crépeau,Avenue,,Crépeau,490 AV CREPEAU,
1802,,Avenue Garden,Avenue,,Garden,1802 AV GARDEN,
647,,Croissant de Landreville,Croissant,de,Landreville,647 CROISSANT DE LANDREVILLE,
440,,Rue de Margaux,Rue,de,Margaux,440 RUE DE MARGAUX,
1109,,Chemin Pincourt,Chemin,,Pincourt,1109 CH PINCOURT,
2750,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2750 CH ST-PHILIPPE,
460,,Rue de Liverpool,Rue,de,Liverpool,460 RUE DE LIVERPOOL,
250,,Rue du Dorset,Rue,du,Dorset,250 RUE DU DORSET,
2093,,Avenue de la Gare,Avenue,de la,Gare,2093 AV DE LA GARE,
321,,Place Corbeil,Place,,Corbeil,321 PLACE CORBEIL,
2517,,Rue de Versailles,Rue,de,Versailles,2517 RUE DE VERSAILLES,
435,,Place de Vincennes,Place,de,Vincennes,435 PLACE DE VINCENNES,
2707,,Avenue Therrien,Avenue,,Therrien,2707 AV THERRIEN,
454,,Avenue Crépeau,Avenue,,Crépeau,454 AV CREPEAU,
1435,,Avenue Phillips,Avenue,,Phillips,1435 AV PHILLIPS,
130,,Rue André-Le Nôtre,Rue,,André-Le Nôtre,130 RUE ANDRE-LE NOTRE,
1295,,Avenue Garden,Avenue,,Garden,1295 AV GARDEN,
3009,,Rue Jeannotte,Rue,,Jeannotte,3009 RUE JEANNOTTE,
1004,,Rue Le Gardeur,Rue,,Le Gardeur,1004 RUE LE GARDEUR,
1307,,Avenue de la Grande-Allée,Avenue,de la,Grande-Allée,1307 AV DE LA GRANDE-ALLEE,
1238,,Rue Suzanne,Rue,,Suzanne,1238 RUE SUZANNE,
2893,,Avenue des Ancêtres,Avenue,des,Ancêtres,2893 AV DES ANCETRES,
3390,,Rue Montcalm,Rue,,Montcalm,3390 RUE MONTCALM,
2716,,Rue Coursol,Rue,,Coursol,2716 RUE COURSOL,
2043,,Avenue Pierre,Avenue,,Pierre,2043 AV PIERRE,
700,,Croissant du Grand-Duc,Croissant,du,Grand-Duc,700 CROISSANT DU GRAND-DUC,
279,,Place des Pluviers,Place,des,Pluviers,279 PLACE DES PLUVIERS,
1887,,Rue Northview,Rue,,Northview,1887 RUE NORTHVIEW,
1853,,Avenue de la Gare,Avenue,de la,Gare,1853 AV DE LA GARE,
2819,,Place de Beaumont,Place,de,Beaumont,2819 PLACE DE BEAUMONT,
2776,,Rue de Calais,Rue,de,Calais,2776 RUE DE CALAIS,
1610,,Rue Barott,Rue,,Barott,1610 RUE BAROTT,
621,,Chemin des Anglais,Chemin,des,Anglais,621 CH DES ANGLAIS,
1262,,Avenue de la Gare,Avenue,de la,Gare,1262 AV DE LA GARE,
1234,,Rue d'Auvergne,Rue,d',Auvergne,1234 RUE D'AUVERGNE,
1838,,Avenue Saint-Jean,Avenue,,Saint-Jean,1838 AV ST-JEAN,
2549,,Rue de Limoges,Rue,de,Limoges,2549 RUE DE LIMOGES,
231,,Rue de Naples,Rue,de,Naples,231 RUE DE NAPLES,
604,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,604 CH STE-MARIE,
2320,,Boulevard de Mascouche,Boulevard,de,Mascouche,2320 BOUL DE MASCOUCHE,
2855,,Rue Demers,Rue,,Demers,2855 RUE DEMERS,
1280,,Avenue Saint-Jean,Avenue,,Saint-Jean,1280 AV ST-JEAN,
3072,,Avenue Bourque,Avenue,,Bourque,3072 AV BOURQUE,
2717,,Rue Coursol,Rue,,Coursol,2717 RUE COURSOL,
421,,Avenue Crépeau,Avenue,,Crépeau,421 AV CREPEAU,
2540,,Rue de Bayeux,Rue,de,Bayeux,2540 RUE DE BAYEUX,
501,,Rue du Roussillon,Rue,du,Roussillon,501 RUE DU ROUSSILLON,
2755,,Place Simonne-Monet-Chartrand,Place,,Simonne-Monet-Chartrand,2755 PLACE SIMONNE-MONET-CHARTRAND,
1124,,Avenue Lafleur,Avenue,,Lafleur,1124 AV LAFLEUR,
120,,Rue Martel,Rue,,Martel,120 RUE MARTEL,
1201,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1201 CH STE-MARIE,
656,,Place de la Brise,Place,de la,Brise,656 PLACE DE LA BRISE,
2232,,Avenue de la Gare,Avenue,de la,Gare,2232 AV DE LA GARE,
1278,,Rue d'Anjou,Rue,d',Anjou,1278 RUE D'ANJOU,
